Population;Cycle;Group;Hatch_Date;Data_Date;Age_Days;Indv_Weight;Mean_Length;Length StdDev;Length CoeffVar;Min Length;Max Length;Mean_Width;Width StdDev;Width CoeffVar;Min Width;Max Width;Mean_Area;Area StdDev;Area CoeffVar;Mean_L/W Ratio;L/W Ratio StdDev;L/W Ratio CoeffVar;Min L/W Ratio;Max L/W Ratio;Mean_Circularity;Min Circularity;Max Circularity;Greyness_I-Mean;Instar;Note;;;;;;;;;;;;;;;;;;
AA;C6;P1;2023-10-18;2023-11-09;22;0.2013;19.8;5.5;30.2;16;24.3;6.5;1.9;31.8;5.3;9.6;85.2;30.5;40;3.1;0.7;22.6;1.8;3.8;2.3;2;2.7;51.73;;;;;;;;;;;;;;;;;;;;
AA;C6;P1;2023-10-18;2023-11-10;23;0.1907;18.3;3.7;19.8;12.1;22.8;7;1.8;25.4;4.8;11;78;21.2;26.8;2.8;0.7;25.8;1.1;4;2.3;2.1;2.8;35.57;;;;;;;;;;;;;;;;;;;;
AAP;C6;P1;2023-10-17;2023-11-10;24;0.165;17.5;3.2;18.9;13.7;20.2;6.2;1.4;22.5;4.4;9.4;69;15.9;23.8;2.9;0.7;22.8;1.5;3.8;2.3;1.9;2.9;39.75;;;;;;;;;;;;;;;;;;;;
SMIX;C4.1;P1;2023-10-20;2023-11-10;21;0.0736;13.5;1.3;9.3;11.6;16.1;5.5;1.3;23.5;4.5;8.7;48.8;7.9;15.8;2.5;0.5;18.9;1.6;3.2;2;1.8;2.3;45.22;;;;;;;;;;;;;;;;;;;;
V;C5;P1;2023-10-20;2023-11-10;21;0.1792;16.9;2.2;13;13.1;22.1;6.4;1.2;19.6;4.7;10.9;70.1;13.6;19.5;2.7;0.5;17.9;1.3;3.4;2.1;1.8;2.4;38.54;;;;;;;;;;;;;;;;;;;;
SA;C5;P1;2023-10-17;2023-11-10;24;0.1578;17.6;3.7;21;14.6;21.8;5.9;1.5;25.5;4.4;7.1;68;21.4;31.5;3;0.6;19.1;2.1;4.5;2.3;1.8;3;35.57;;;;;;;;;;;;;;;;;;;;
AUQ;C2;P1;2023-10-18;2023-11-10;23;0.1376;17.5;4.6;28.3;14.4;22.7;5.9;1.6;28.5;4.9;8.4;68.1;22.1;35.6;3;0.6;21;1.8;4.4;2.3;1.9;2.8;46.76;;;;;;;;;;;;;;;;;;;;
SC;C6;P1;2023-10-19;2023-11-10;22;0.2876;20.9;6.3;33.3;16.9;25.3;7.5;2.4;35.8;5;11.4;101;36.4;40.9;2.9;0.7;25;1.6;3.7;2.2;2;2.7;48.08;;;;;;;;;;;;;;;;;;;;
SA;C5;P1;2023-10-17;2023-11-14;28;0.1797;17.7;2.5;14.2;12.2;22.8;6.4;1;15.2;4.9;9.2;73.7;15.7;21.3;2.8;0.5;18.8;1.8;3.6;2.2;1.9;2.7;27.81;;;;;;;;;;;;;;;;;;;;
V;C5;P1;2023-10-20;2023-11-14;25;0.2174;18.9;1.9;10.3;14.5;22.6;6.3;0.9;14.2;4.5;8.9;81.7;14.7;18.1;3.1;0.5;14.8;2;3.9;2.2;1.8;2.6;32.69;;;;;;;;;;;;;;;;;;;;
SC;C6;P1;2023-10-19;2023-11-14;26;0.2626;19.7;2.6;13;14.8;25.8;7.5;1.3;16.7;5.5;11.2;92.4;18.5;20;2.7;0.5;20.1;1.7;3.5;2.3;2;2.7;29.01;;;;;;;;;;;;;;;;;;;;
AA;C6;P1;2023-10-18;2023-11-14;27;0.2244;19.3;3.2;16.5;13.7;23.1;6.3;2.4;35.6;5;8.2;83.1;28.4;32.5;3.1;0.5;16.1;2.4;3.8;2.2;1.7;2.7;31.28;;;;;;;;;;;;;;;;;;;;
SMIX;C4.1;P1;2023-10-20;2023-11-14;25;0.1169;13.6;3.8;30.9;10.6;16.5;6.8;1.9;30.8;5.2;8.8;55.3;18.5;38.7;2.1;0.5;25.5;1.2;2.9;2.1;1.9;2.3;52.25;;;;;;;;;;;;;;;;;;;;
AUQ;C2;P1;2023-10-18;2023-11-14;27;0.1621;17.4;4;24.3;14.2;20.8;6.2;1.4;24.3;4.8;8.7;72.8;20.6;30.1;2.9;0.6;20.6;1.8;3.8;2.1;1.8;2.6;38.76;;;;;;;;;;;;;;;;;;;;
AAP;C6;P1;2023-10-17;2023-11-14;28;0.22;19.4;5.6;31.3;14.4;24.9;6.4;1.6;27;4.9;8.8;83.3;30;39.7;3.1;0.6;21.2;2.1;4;2.2;1.9;2.6;42;;;;;;;;;;;;;;;;;;;;
AAP;C6;P1;2023-10-17;2023-11-15;29;0.2207;19.4;4.3;22.3;14.2;23.5;6.3;2.5;38.2;4.8;8.3;84.8;29.6;34.7;3.1;0.6;19.4;2;3.9;2.2;1.9;2.7;33.03;;;;;;;;;;;;;;;;;;;;
V;C5;P1;2023-10-20;2023-11-15;26;0.2413;19.4;1.9;9.7;16.7;24;6.8;0.9;13.7;5.5;9;86.7;13.2;15.3;2.9;0.4;13.8;2.4;3.6;2.2;1.9;2.9;33.75;;;;;;;;;;;;;;;;;;;;
AA;C6;P1;2023-10-18;2023-11-15;28;0.1619;17.5;2.8;15.9;12.7;23.8;6.4;1;15.7;4.5;8.8;70.5;15.9;22.6;2.8;0.6;21.9;1.7;4.1;2.3;2;2.8;26.72;;;;;;;;;;;;;;;;;;;;
SMIX;C4.1;P1;2023-10-20;2023-11-15;26;0.18;17.7;1.8;10.4;13.5;20.5;6.6;1.1;17.1;5.2;9.4;72.2;10.7;14.9;2.8;0.5;19.4;1.5;3.5;2.3;1.9;2.6;37.76;;;;;;;;;;;;;;;;;;;;
AUQ;C2;P1;2023-10-18;2023-11-15;28;0.1224;17;2.1;12.4;13.7;23.6;5.6;0.7;13.2;4.3;8;62.8;11.7;18.6;3.1;0.4;14.5;1.9;4.1;2.3;1.9;3;27.64;;;;;;;;;;;;;;;;;;;;
SC;C6;P1;2023-10-19;2023-11-15;27;0.2293;19.3;2.3;11.7;15.5;23.4;7.4;1.9;24.2;5.7;9.4;87.7;21.2;23.4;2.6;0.5;19.9;1.7;3.8;2.3;1.9;2.8;25.51;;;;;;;;;;;;;;;;;;;;
SA;C5;P1;2023-10-17;2023-11-15;29;0.1491;18.7;1.7;9;15.5;21.2;6;2.3;36.1;4.5;8.2;76.6;15.8;20;3.2;0.7;21;1.9;4.6;2.2;1.9;2.9;25.28;;;;;;;;;;;;;;;;;;;;
SA;C5;P1;2023-10-17;2023-11-16;30;0.1334;18.5;1.5;7.9;14.1;21;5.6;0.8;13.9;3.7;7.2;73.7;13.3;18.1;3.4;0.5;14.2;2;4.4;2.2;1.9;2.8;25.3;;;;;;;;;;;;;;;;;;;;
SMIX;C4.1;P1;2023-10-20;2023-11-16;27;0.2176;18.3;2.8;15.4;13.3;23.6;6.9;1.4;20.2;5.1;11.7;79;14.3;18.4;2.8;0.6;23.2;1.2;3.8;2.3;1.9;2.6;38.66;;;;;;;;;;;;;;;;;;;;
AAP;C6;P1;2023-10-17;2023-11-16;30;0.2397;19.8;6.9;41.4;15.1;25.7;6.6;2.1;37.2;4.5;8.4;89.3;37.4;50.9;3;0.7;24.2;2.3;4;2.2;1.9;2.6;55.35;;;;;;;;;;;;;;;;;;;;
SC;C6;P1;2023-10-19;2023-11-16;28;0.2125;18.3;6.3;41;14.7;23.5;7.3;2.3;36.7;5;9.5;82;33.1;49.8;2.6;0.6;26.5;1.8;3.8;2.2;1.8;2.6;56.68;;;;;;;;;;;;;;;;;;;;
V;C5;P1;2023-10-20;2023-11-16;27;0.188;18.9;6.7;43.4;12.8;23.6;6.8;2.2;38.4;4.4;10;83.5;35.6;53.3;2.8;0.7;25.7;2;3.7;2.2;1.9;2.8;56.64;;;;;;;;;;;;;;;;;;;;
AUQ;C2;P1;2023-10-18;2023-11-16;29;0.1592;18.4;7.1;48.9;13.7;24.3;5.8;2;41;4;8.9;72.9;34.1;61.9;3.2;0.8;28.9;2.2;4;2.3;2;2.9;63.63;;;;;;;;;;;;;;;;;;;;
AA;C6;P1;2023-10-18;2023-11-16;29;0.2112;17.9;6.2;40.6;13.3;24.2;7.2;2.4;38.2;5.3;10.9;80.7;33.5;49.9;2.6;0.7;28.2;1.5;4.1;2.2;1.8;2.7;51.15;;;;;;;;;;;;;;;;;;;;
AA;C6;P1;2023-10-18;2023-11-17;30;0.1811;18.4;2.5;13.1;15.2;21.3;6.6;1.2;17.4;4.8;9.3;83.6;15.1;17.7;2.9;0.6;22;1.9;4;2.1;1.9;2.3;22.31;;;;;;;;;;;;;;;;;;;;
AUQ;C2;P1;2023-10-18;2023-11-17;30;0.1408;17.2;1.6;9.2;14;20.1;6.3;0.9;13.9;4.9;8.3;70.8;8;11.3;2.8;0.5;19.5;2;3.6;2.1;1.8;2.5;23.81;;;;;;;;;;;;;;;;;;;;
V;C5;P1;2023-10-20;2023-11-17;28;0.1883;18;4.7;28.1;13.3;21.3;6.6;1.7;28;5.2;9;79.5;25;34.1;2.8;0.6;24.1;1.8;3.7;2.1;1.9;2.5;37.67;;;;;;;;;;;;;;;;;;;;
SA;C5;P1;2023-10-17;2023-11-17;31;0.1381;18.4;3.9;22.4;15.7;21.2;6;1.5;26.6;4.7;9.4;77.6;20;27.3;3.2;0.7;21.9;1.7;3.9;2.1;1.9;2.5;28.56;;;;;;;;;;;;;;;;;;;;
SC;C6;P1;2023-10-19;2023-11-17;29;0.2283;18.8;3.3;18.2;15.1;21.6;7.8;1.6;21.2;6.1;9.7;92.9;21.2;23.7;2.5;0.4;17.1;1.9;3.2;2.1;1.9;2.4;25.29;;;;;;;;;;;;;;;;;;;;
AAP;C6;P1;2023-10-17;2023-11-17;31;0.1655;18.6;2.2;12;15.4;24.1;6.4;1.3;21;4.3;8.4;76.3;16.6;22.3;3;0.8;25.4;1.8;4.4;2.3;2;3;26.46;;;;;;;;;;;;;;;;;;;;
SMIX;C4.1;P1;2023-10-20;2023-11-17;28;0.1944;16.7;7.3;36.1;11.9;19.7;6.9;3.5;41.1;3.7;8.4;73.9;46.7;48.1;2.6;0.8;31.9;1.7;4.6;2.1;1.7;2.5;41.46;;;;;;;;;;;;;;;;;;;;
SC;C6;P1;2023-10-19;2023-11-20;32;0.2073;21;1.4;6.6;18;24.1;6.9;1;15.1;5.2;9;103.2;12.4;12.1;3.1;0.5;15.4;2.1;3.8;2.1;1.9;2.5;22.86;;;;;;;;;;;;;;;;;;;;
SMIX;C4.1;P1;2023-10-20;2023-11-20;31;0.2446;19.5;3.8;20;15.5;22.5;7.5;1.7;23.7;5.6;11.3;87.3;21.1;25.1;2.7;0.6;23.8;1.5;3.8;2.4;1.9;2.9;39.25;;;;;;;;;;;;;;;;;;;;
V;C5;P1;2023-10-20;2023-11-20;31;0.1816;18.3;4.1;23.6;14.1;20.4;6.3;1.3;21.3;4.6;7.7;78.1;21.6;29.4;2.9;0.5;19.4;2.2;4;2.2;1.8;2.9;33.26;;;;;;;;;;;;;;;;;;;;
AUQ;C2;P1;2023-10-18;2023-11-20;33;0.1139;18;3;17.4;15.7;20.6;4.9;0.6;13;4.4;5.8;65.1;15.1;23.9;3.7;0.5;14.2;3.1;4.1;2.3;2;2.8;32.11;;;;;;;;;;;;;;;;;;;;
V;C5;P1;2023-10-20;2023-11-21;32;0.1847;19.1;6;35.6;15.6;22.8;6.4;1.8;31.6;5.3;8.6;85.6;31.2;42.3;3.1;0.7;24.6;2;3.8;2.1;1.9;2.8;34.79;;;;;;;;;;;;;;;;;;;;
SMIX;C4.1;P1;2023-10-20;2023-11-21;32;0.1673;17.9;3.7;21.3;13.4;21.5;7.1;1.6;23;5.3;10;78.9;20.3;26.7;2.6;0.6;24.7;1.5;3.8;2.3;1.9;2.8;32.61;;;;;;;;;;;;;;;;;;;;
SC;C6;P1;2023-10-19;2023-11-21;33;0.2031;21.9;3.7;17.5;19;23.9;6.3;1;16.6;5;8.2;101;23;23.7;3.5;0.5;13.8;2.7;4.2;2.2;1.9;2.7;26.38;;;;;;;;;;;;;;;;;;;;
V;C5;P1;2023-10-20;2023-11-23;34;0.1803;17.9;4.8;28.8;12.3;22.5;6.5;1.8;29.7;5.1;10.1;77.9;25.4;35.6;2.9;0.7;25.1;1.4;3.9;2.2;1.8;2.7;35.04;;;;;;;;;;;;;;;;;;;;
SMIX;C4.1;P1;2023-10-20;2023-11-23;34;0.2157;18.5;5;29.2;15.5;20.7;6.3;1.6;27.6;5.1;7.9;82.3;26.2;35.1;3;0.6;19.4;2.2;3.7;2.1;1.8;2.4;38.37;;;;;;;;;;;;;;;;;;;;
SC;C6;P1;2023-10-19;2023-11-23;35;0.1903;21.6;6.6;34.7;17.8;24.6;6.2;1.6;29;5.5;7.1;102.5;37.8;42.9;3.5;1;28.1;2.5;4.1;2.2;1.9;2.5;36.04;;;;;;;;;;;;;;;;;;;;
V;C5;P1;2023-10-20;2023-11-24;35;0.181;17.9;3.3;19.2;13.1;21.9;6;1;17.4;5;7.4;74.1;20.8;29.1;3;0.4;14.8;2.1;3.7;2.2;1.7;2.9;30.04;;;;;;;;;;;;;;;;;;;;
SMIX;C4.1;P1;2023-10-20;2023-11-24;35;0.1803;17.6;3;17.7;14.9;22.9;6.4;1.2;19.3;4.5;8.1;73.8;19.1;26.6;2.8;0.5;18.4;1.9;4;2.2;1.7;2.6;31.48;;;;;;;;;;;;;;;;;;;;
FNDR1;C3;P1;2023-11-20;2023-11-28;8;0.0104;6.3;1.4;22;4.3;8.9;2.4;0.7;27.9;1.5;4.1;9.4;3.2;36;2.8;0.7;26.7;1.3;4.1;2.2;1.8;2.6;113.47;;;;;;;;;;;;;;;;;;;;
AUS;C3;P1;2023-11-22;2023-11-28;6;0.0077;6.2;1.5;26.4;3.5;8.1;2.3;0.7;33.6;1.6;4.3;8.4;3.2;42.2;2.9;0.8;28.6;1.2;4.4;2.3;1.7;2.8;118.74;;;;;;;;;;;;;;;;;;;;
NM(F)+AUS(M);C3;P1;2023-11-20;2023-11-28;8;0.0081;5.6;1.6;31.1;3.6;8.2;2.3;0.8;37.6;1.2;4.5;7.7;4.1;59.6;2.6;0.7;25.1;1.2;3.8;2.2;2;2.5;126.35;;;;;;;;;;;;;;;;;;;;
U;C5;P1;2023-11-22;2023-11-28;6;0.0035;4;0.9;22.6;2.9;7.5;1.6;0.4;24.1;1;2.2;4;1.7;42.3;2.7;0.6;23.8;1.4;3.8;2.1;1.8;2.4;124.7;;;;;;;;;;;;;;;;;;;;
S;C6;P1;2023-11-20;2023-11-28;8;0.0053;4.9;1.4;30.6;3.2;8;1.9;0.6;31.7;1.1;3;6.3;3.4;63.1;2.7;0.7;25.6;1.5;3.5;2;1.8;2.6;124.48;;;;;;;;;;;;;;;;;;;;
FNDR1;C3;P1;2023-11-20;2023-11-29;9;0.0107;6.6;1.3;21;4.3;9.1;2.4;0.5;21.5;1.7;3.6;10.4;3.8;38.3;2.8;0.5;18;1.7;3.8;2.1;1.9;2.8;109.64;;;;;;;;;;;;;;;;;;;;
AUS;C3;P1;2023-11-22;2023-11-29;7;0.0117;5.6;1.8;32.6;4.2;9.1;2.6;1;41.1;1.4;4.5;9;5.3;63.7;2.4;0.7;28.4;1.3;3.9;2.1;1.9;2.4;109.51;;;;;;;;;;;;;;;;;;;;
NM(F)+AUS(M);C3;P1;2023-11-20;2023-11-29;9;0.0253;8.8;2.7;33.4;5.6;12.6;3.6;1.4;42.6;2.2;6.2;19.6;9.7;57;2.6;0.8;30.6;1.1;3.8;2.2;2;2.5;96.92;;;;;;;;;;;;;;;;;;;;
U;C5;P1;2023-11-22;2023-11-29;7;0.0168;7.3;2.1;31.1;5;11.4;2.8;1.1;44.1;1.5;5.4;13.3;6.9;61.4;2.8;0.8;27.4;1.4;4.1;2.1;1.9;2.4;100.53;;;;;;;;;;;;;;;;;;;;
S;C6;P1;2023-11-20;2023-11-29;9;0.0095;6.1;1.7;32.9;3.6;8;2.5;0.6;27.6;1.7;3.1;9.2;3.9;51.3;2.5;0.6;25.8;1.3;3.9;2.1;1.8;2.4;115.13;;;;;;;;;;;;;;;;;;;;
NM;C4;P1;2023-11-24;2023-11-29;5;0.01;5.8;1.7;34.8;3.3;9.1;2;0.6;36;1.1;3.5;7.8;4;67.9;3;0.6;20.7;2.1;3.8;2.1;1.9;2.4;116.37;;;;;;;;;;;;;;;;;;;;
SMIX;C4.2;P1;2023-11-20;2023-11-29;9;0.0045;4.4;1;23.4;3.3;6;1.9;0.7;35.1;1.3;3.2;5.1;2.3;45.6;2.4;0.7;27.4;1.4;3.8;2;1.7;2.6;128.66;;;;;;;;;;;;;;;;;;;;
ECO;C3;P1;2023-11-23;2023-11-29;6;0.0041;4.7;1;21.1;3.1;6;1.8;0.5;26.1;1.3;3.1;4.9;1.5;32.8;2.8;0.8;29.7;1.6;4.2;2.2;1.8;2.6;117.14;;;;;;;;;;;;;;;;;;;;
ECO;C3;P1;2023-11-23;2023-11-30;7;0.0049;4.9;0.6;12.4;3.7;6;2;0.4;20.9;1.3;2.9;5.6;1.1;18.7;2.6;0.7;26.2;1.6;3.7;2.3;1.9;2.7;108.38;;;;;;;;;;;;;;;;;;;;
AUS;C3;P1;2023-11-22;2023-11-30;8;0.0128;6.9;1.9;30.9;5.1;11.7;2.5;0.8;34.7;1.4;4;10.9;5.6;63.2;2.9;0.6;21.9;1.8;3.9;2.2;2;2.5;104.15;;;;;;;;;;;;;;;;;;;;
U;C5;P1;2023-11-22;2023-11-30;8;0.028;8.4;1.7;21.6;5.7;11.6;3.2;0.7;24.1;2.4;5.7;17.2;6.6;42.5;2.7;0.5;20.9;1.8;3.3;2.1;1.8;2.3;80.7;;;;;;;;;;;;;;;;;;;;
SMIX;C4.2;P1;2023-11-20;2023-11-30;10;0.0083;5;1.5;29.8;3.5;9.2;2.2;0.8;36.3;1.4;4.1;7.1;4.4;63.5;2.4;0.6;25.2;1.2;3.4;2;1.6;2.8;104.05;;;;;;;;;;;;;;;;;;;;
NM;C4;P1;2023-11-24;2023-11-30;6;0.0055;4.9;1.3;27.3;3.3;9.1;2.1;0.6;30.2;1.2;3.7;5.9;3;53.5;2.5;0.7;27.2;1.4;4.2;2.3;1.7;2.6;108.64;;;;;;;;;;;;;;;;;;;;
NM(F)+AUS(M);C3;P1;2023-11-20;2023-11-30;10;0.0779;13.1;3.6;30.4;7.1;16.5;5.5;1.5;30.1;4.2;7.6;42.5;15.6;42;2.5;0.9;33.9;1.2;3.9;2.2;2;2.5;67.29;;;;;;;;;;;;;;;;;;;;
S;C6;P1;2023-11-20;2023-11-30;10;0.02;7.6;1.9;26.5;5.3;11.4;2.7;0.7;25.1;1.9;4.2;14.2;6.2;46.4;2.8;0.4;15.6;2.1;3.4;2;1.7;2.4;88.72;;;;;;;;;;;;;;;;;;;;
FNDR1;C3;P1;2023-11-20;2023-11-30;10;0.027;8.3;2.4;31.9;5.5;12.4;3.9;1.4;37.8;2.1;7.1;19.6;10.1;59.6;2.3;0.7;30.4;1.3;4;2.1;1.8;2.5;93.84;;;;;;;;;;;;;;;;;;;;
NM(F)+AUS(M);C3;P1;2023-11-20;2023-12-01;11;0.0617;12.7;2.6;20.4;8.9;18.1;4.6;1.2;26.4;3;7.4;37.7;14.6;38.7;2.8;0.6;21.4;1.9;4;2.2;1.9;2.6;64.29;;;;;;;;;;;;;;;;;;;;
ECO;C3;P1;2023-11-23;2023-12-01;8;0.0146;7.9;1.1;14.3;6.3;10.4;2.7;0.5;19.9;1.9;4;13.4;3.4;25.3;3.1;0.7;21.4;1.6;4.7;2.2;1.9;2.6;77.12;;;;;;;;;;;;;;;;;;;;
SMIX;C4.2;P1;2023-11-20;2023-12-01;11;0.027;8;2.3;31.9;4;13;3.1;1.1;37.7;1.7;5.7;16.8;9.1;61.7;2.7;0.5;18.7;1;3.3;2;1.7;2.5;86.87;;;;;;;;;;;;;;;;;;;;
AUS;C3;P1;2023-11-22;2023-12-01;9;0.0419;10.4;2.5;25.2;7.6;16.7;3.5;0.8;21.9;2.5;5.3;24.9;12.6;52.9;3;0.5;17.9;1.7;4.1;2.2;1.9;2.6;76.21;;;;;;;;;;;;;;;;;;;;
FNDR1;C3;P1;2023-11-20;2023-12-01;11;0.0328;8.6;2.5;30.2;6;14.3;3.1;0.8;26.8;2.1;4.5;19.1;10.8;58;2.8;0.5;17.6;1.7;3.6;2;1.7;2.4;73.09;;;;;;;;;;;;;;;;;;;;
U;C5;P1;2023-11-22;2023-12-01;9;0.031;8.9;2.1;24.9;6.7;14.1;3.7;1.3;36.4;2;9;20.5;9.3;49.1;2.6;0.7;25.4;1.2;3.8;2.1;1.9;2.7;74.47;;;;;;;;;;;;;;;;;;;;
NM;C4;P1;2023-11-24;2023-12-01;7;0.0265;8.3;2.3;31.3;5.7;14.5;3.1;0.9;32.8;1.7;4.3;16;7.9;58.4;2.7;0.7;25.3;1.7;4.5;2.3;1.7;2.9;81.32;;;;;;;;;;;;;;;;;;;;
S;C6;P1;2023-11-20;2023-12-01;11;0.0136;6.8;1.7;26.2;4;9.3;2.6;0.7;31.1;1.4;3.7;11.3;4.9;48.1;2.7;0.7;23.6;1.3;3.7;2.1;1.8;2.4;106.45;;;;;;;;;;;;;;;;;;;;
S;C6;P1;2023-11-20;2023-12-04;14;0.0983;14.3;3.5;27.1;10.5;18.7;4.9;1.4;32.4;3;8.7;47.8;20.6;50.6;3;0.5;15.7;2.1;4;2.2;1.8;2.7;48.74;;;;;;;;;;;;;;;;;;;;
ECO;C3;P1;2023-11-23;2023-12-04;11;0.0376;10.7;1.3;11.9;7.7;12.4;4.4;0.9;21.4;3.3;6.4;28.8;5.3;18.7;2.5;0.6;23.4;1.4;3.6;2.1;1.8;2.2;59.62;;;;;;;;;;;;;;;;;;;;
NM(F)+AUS(M);C3;P1;2023-11-20;2023-12-04;14;0.083;14;3.5;25.9;9.9;18;4.8;1.1;24.2;3.6;6.6;45.3;16.8;38.6;3;0.7;22.4;1.7;4.5;2.2;1.8;3;50.34;;;;;;;;;;;;;;;;;;;;
SMIX;C4.2;P1;2023-11-20;2023-12-04;14;0.1132;13.9;2.6;19.2;10.5;17;5.1;1.1;21.9;3.3;7.7;47.6;15.6;34.7;2.8;0.5;19.3;2;4;2.1;1.8;2.6;47.59;;;;;;;;;;;;;;;;;;;;
AUS;C3;P1;2023-11-22;2023-12-04;12;0.0771;13.5;2.3;17.1;7.9;18.8;5.3;1.2;22.2;3.6;7.6;43.2;10.7;24.9;2.7;0.7;27.9;1.1;3.7;2.3;1.8;2.7;50.7;;;;;;;;;;;;;;;;;;;;
NM;C4;P1;2023-11-24;2023-12-04;10;0.0427;11.1;2.5;23.6;7.1;16;3.8;0.8;21.8;2.7;5.7;29.5;11.9;43.9;3;0.6;19.2;1.6;3.7;2.1;1.8;2.5;58.33;;;;;;;;;;;;;;;;;;;;
FNDR1;C3;P1;2023-11-20;2023-12-04;14;0.0659;12.8;3;24.7;9.5;17.1;4.7;1;22.2;3.2;7.1;40.1;15.1;39.7;2.8;0.6;20.8;1.6;3.5;2.1;1.8;2.3;55.81;;;;;;;;;;;;;;;;;;;;
U;C5;P1;2023-11-22;2023-12-04;12;0.0896;14.7;2.5;17.9;8.9;17.3;5.1;1.2;23.7;3.9;7.9;47.1;13.1;29.3;3;0.6;19;1.9;4.3;2.2;1.9;2.7;53.22;;;;;;;;;;;;;;;;;;;;
U;C5;P1;2023-11-22;2023-12-05;13;0.0779;13.5;3;22.2;9.3;18;5;1.3;25.5;3.2;6.5;41.5;14.6;34.9;2.8;0.6;22.5;1.7;4;2.3;1.9;2.9;55.28;;;;;;;;;;;;;;;;;;;;
FNDR1;C3;P1;2023-11-20;2023-12-05;15;0.0875;14.9;3;21;8.6;18.1;5.3;1.2;22.5;3.4;7.4;51.4;15.4;31.5;2.9;0.7;23.4;1.2;4;2.2;1.8;2.6;50.14;;;;;;;;;;;;;;;;;;;;
SMIX;C4.2;P1;2023-11-20;2023-12-05;15;0.0888;12.8;2.2;17;7.9;15.7;5.7;1.5;26.9;3.2;10.4;45.5;11.2;25.3;2.4;0.7;28.1;1.1;3.7;2;1.8;2.3;62.41;;;;;;;;;;;;;;;;;;;;
NM;C4;P1;2023-11-24;2023-12-05;11;0.0785;13.9;2.6;19;9.6;20.2;4.9;1.1;22.4;2.9;7.6;45.3;12.6;28.3;3;0.7;24.9;1.4;4.6;2.2;1.9;2.6;52.6;;;;;;;;;;;;;;;;;;;;
S;C6;P1;2023-11-20;2023-12-05;15;0.1057;13.8;2.7;19.2;10.2;17.9;5.8;1.3;21.5;4.1;7.5;48.9;14.7;28.9;2.4;0.5;20.9;1.4;3.5;2.1;1.6;2.5;51.61;;;;;;;;;;;;;;;;;;;;
ECO;C3;P1;2023-11-23;2023-12-05;12;0.0513;11.6;1.9;16.1;8.2;15.7;4.9;1.2;24.3;3;7.5;34;7;20.5;2.5;0.7;28.7;1.1;3.7;2.2;1.9;2.5;59.95;;;;;;;;;;;;;;;;;;;;
NM(F)+AUS(M);C3;P1;2023-11-20;2023-12-05;15;0.0996;15.4;3;20.3;10.2;19;6;1.5;24.7;4;9.9;56.7;11.6;21.3;2.8;0.8;31.1;1;3.8;2.2;1.9;2.4;43.59;;;;;;;;;;;;;;;;;;;;
AUS;C3;P1;2023-11-22;2023-12-05;13;0.0904;15.2;3.7;25.2;11.2;20.7;5.1;1.1;22.5;3.5;6.9;49;16.7;36;3.1;0.8;26.6;1.7;4.1;2.4;2;3.6;52.9;;;;;;;;;;;;;;;;;;;;
U;C5;P1;2023-11-22;2023-12-06;14;0.1107;15.4;2.4;15.2;11.5;19.2;5.9;1.2;20.6;4.2;9.1;54;10.3;19.1;2.8;0.8;27.6;1.3;4.1;2.3;1.9;2.7;46.83;;;;;;;;;;;;;;;;;;;;
FNDR1;C3;P1;2023-11-20;2023-12-06;16;0.1275;16.3;4.3;26.3;10.5;20.9;6.1;1.2;19.4;4.9;7.8;61.4;19.8;32.4;2.7;0.5;20.5;1.7;3.6;2.3;1.9;2.8;49.68;;;;;;;;;;;;;;;;;;;;
SMIX;C4.2;P1;2023-11-20;2023-12-06;16;0.129;14.3;2.7;19;9.3;17.5;6;1.3;22;3.9;7.8;54.9;14;26.3;2.5;0.5;20.1;1.2;3.3;2;1.7;2.3;65.58;;;;;;;;;;;;;;;;;;;;
S;C6;P1;2023-11-20;2023-12-06;16;0.1779;17.2;5.8;38.2;12.1;24.4;6.8;2.5;41.8;4.3;10.7;75.3;33;50.8;2.6;0.8;30.9;1.5;3.5;2.1;1.9;2.4;55.74;;;;;;;;;;;;;;;;;;;;
NM(F)+AUS(M);C3;P1;2023-11-20;2023-12-06;16;0.1513;16.3;5.6;39;10.9;23.3;6.4;2.2;38.3;3.6;10.4;64.4;27.9;51.2;2.7;0.7;28.6;1.1;3.7;2.3;2;2.7;58.49;;;;;;;;;;;;;;;;;;;;
AUS;C3;P1;2023-11-22;2023-12-06;14;0.1217;16.3;4.6;30.3;12.4;21.4;5.8;1.6;29.6;3.7;7.9;58.6;22.1;41.4;2.9;0.7;24.6;1.7;4.4;2.3;1.9;3;49.79;;;;;;;;;;;;;;;;;;;;
NM;C4;P1;2023-11-24;2023-12-06;12;0.0781;12.8;3.3;27.1;8.4;16.2;5.4;1.5;30;3.5;7.4;42.7;14.8;37.3;2.4;0.6;24;1.2;3.3;2.1;1.8;2.3;57.95;;;;;;;;;;;;;;;;;;;;
ECO;C3;P1;2023-11-23;2023-12-06;13;0.0968;13.8;2.7;20.4;9.8;16.6;5.5;1.2;23.3;3.9;7.3;47.4;12.7;28.4;2.6;0.5;20;1.6;3.3;2.1;1.9;2.5;55.19;;;;;;;;;;;;;;;;;;;;
